date,ESP_real_estate_f1__ESP_real_estate_f2
2014-01-27,-0.8521038899724378
2014-01-28,-0.852103712473162
2014-01-29,-0.8521035745057821
2014-01-30,-0.8521034671845509
2014-01-31,-0.8521033836524781
2014-02-03,-0.8512017053054469
2014-02-04,-0.8514002111285941
2014-02-05,-0.8515545968549024
2014-02-06,-0.851674713793648
2014-02-07,-0.851768220690395
2014-02-10,-0.8518410442074162
2014-02-11,-0.8518977786176605
2014-02-12,-0.851941990181203
2014-02-13,-0.8519764501100678
2014-02-14,-0.852003313596898
2014-02-17,-0.8520242578351588
2014-02-18,-0.8520405886930271
2014-02-19,-0.852053323324034
2014-02-20,-0.8520632542424934
2014-02-21,-0.8520709990833043
2014-02-24,-0.8520770392815841
2014-02-25,-0.8520817501619685
2014-02-26,-0.8520854243591519
2014-02-27,-0.8520882900560456
2014-02-28,-0.8520905251913868
2014-03-03,-0.8523058359538477
2014-03-04,-0.8522605147096767
2014-03-05,-0.852225148542721
2014-03-06,-0.852197558597118
2014-03-07,-0.8521760358131661
2014-03-10,-0.8521592464506206
2014-03-11,-0.8521461497844818
2014-03-12,-0.8521359338020951
2014-03-13,-0.8521279649836834
2014-03-14,-0.852121749092893
2014-03-17,-0.852116900570218
2014-03-18,-0.8521131186458056
2014-03-19,-0.8521101686989054
2014-03-20,-0.8521078677130594
2014-03-21,-0.8521060729280076
2014-03-24,-0.852104672986262
2014-03-25,-0.8521035810262783
2014-03-26,-0.8521027292944262
2014-03-27,-0.852102064941899
2014-03-28,-0.8521015467460468
2014-03-31,-0.8521011425528564
2014-04-01,-0.8454418746010667
2014-04-02,-0.8457869840743034
2014-04-03,-0.8464330544019747
2014-04-04,-0.8471959788978997
2014-04-07,-0.8479643194238697
2014-04-08,-0.8486773409138068
2014-04-09,-0.8493069835219216
2014-04-10,-0.8498450017896111
2014-04-11,-0.8502942855463512
2014-04-14,-0.8506632974132453
2014-04-15,-0.8509626921138829
2014-04-16,-0.8512033866118975
2014-04-17,-0.8513955515965026
2014-04-18,-0.851548161833538
2014-04-21,-0.8516688682239155
2014-04-22,-0.8517640424788994
