date,FRA_banking_system_f1__FRA_banking_system_f2
2014-06-10,-0.9160604603304545
2014-06-11,-0.9161383454851585
2014-06-12,-0.9161919449230682
2014-06-13,-0.9162283470297301
2014-06-16,-0.9162528634969446
2014-06-17,-0.9162692863875659
2014-06-18,-0.9162802491439087
2014-06-19,-0.9162875503365171
2014-06-20,-0.9162924056008929
2014-06-23,-0.9162956311234264
2014-06-24,-0.9162977725439747
2014-06-25,-0.9162991936128688
2014-06-26,-0.9163001363776979
2014-06-27,-0.9163007617071242
2014-06-30,-0.916301176431473
2014-07-01,-0.9175896406726198
2014-07-02,-0.9170578636117723
2014-07-03,-0.9167614932204151
2014-07-04,-0.9165907743006073
2014-07-07,-0.916489244485487
2014-07-08,-0.9164271522011794
2014-07-09,-0.9163883092916041
2014-07-10,-0.9163635864119812
2014-07-11,-0.9163476501549259
2014-07-14,-0.9163372849739468
2014-07-15,-0.9163305010982181
2014-07-16,-0.9163260421453329
2014-07-17,-0.9163231028506661
2014-07-18,-0.9163211615296645
2014-07-21,-0.9163198776733876
2014-07-22,-0.9163190278820541
2014-07-23,-0.9163184650755943
2014-07-24,-0.9163180921925345
2014-07-25,-0.9163178450787146
2014-07-28,-0.9163176812858542
2014-07-29,-0.9163175727078865
2014-07-30,-0.9163175007263968
2014-07-31,-0.9163174530040901
2014-08-01,-0.9150330994112553
2014-08-04,-0.9152887316443483
2014-08-05,-0.9155573091620905
2014-08-06,-0.9157794893592905
2014-08-07,-0.9159463620613641
2014-08-08,-0.9160656555719295
2014-08-11,-0.9161485704960107
2014-08-12,-0.9162052298860552
2014-08-13,-0.9162435388838972
2014-08-14,-0.9162692657530259
2014-08-15,-0.9162864673816042
2014-08-18,-0.9162979359799426
2014-08-19,-0.9163055679460448
2014-08-20,-0.9163106404935875
2014-08-21,-0.9163140091894997
2014-08-22,-0.9163162451467042
2014-08-25,-0.9163177287244929
2014-08-26,-0.9163187128593842
2014-08-27,-0.9163193655855392
2014-08-28,-0.9163197984604283
2014-08-29,-0.9163200855146509
2014-09-01,-0.9163202758615094
2014-09-02,-0.9153545619341822
2014-09-03,-0.9155863905377295
2014-09-04,-0.9157925267087158
2014-09-05,-0.9159523065334587
2014-09-08,-0.9160684229825078
2014-09-09,-0.9161498927349208
2014-09-10,-0.9162058819296206
2014-09-11,-0.9162438723844362
2014-09-12,-0.916269443131142
2014-09-15,-0.9162865653936357
2014-09-16,-0.9162979919661834
2014-09-17,-0.9163056007205532
2014-09-18,-0.9163106599217161
2014-09-19,-0.916314020666514
2014-09-22,-0.9163162517464772
2014-09-23,-0.9163177322639184
2014-09-24,-0.916318714445918
2014-09-25,-0.9163193659107383
2014-09-26,-0.916319797964042
2014-09-29,-0.9163200844799944
2014-09-30,-0.9163202744728035
2014-10-01,-0.9183555878143779
2014-10-02,-0.9176709846693683
2014-10-03,-0.9172184187978867
2014-10-06,-0.916919016270782
2014-10-07,-0.9167208150540487
2014-10-08,-0.9165895443073244
2014-10-09,-0.9165025718584312
2014-10-10,-0.9164449347925321
2014-10-13,-0.9164067320021783
2014-10-14,-0.9163814076786254
2014-10-15,-0.9163646190985932
2014-10-16,-0.9163534886568165
2014-10-17,-0.9163461091772013
2014-10-20,-0.9163412164726321
2014-10-21,-0.9163379724875759
2014-10-22,-0.9163358216229424
2014-10-23,-0.9163343955221499
2014-10-24,-0.9163334499617097
2014-10-27,-0.9163328230164146
2014-10-28,-0.9163324073251956
2014-10-29,-0.9163321317039974
2014-10-30,-0.9163319489551038
2014-10-31,-0.9163318277845357
