date,DEU_public_finance_f1__DEU_public_finance_f2
2023-02-14,0.4506980200259144
2023-02-15,0.4406740823410633
2023-02-16,0.4328738477016677
2023-02-17,0.4268316884393159
2023-02-20,0.42216478391818246
2023-02-21,0.41856526175581255
2023-02-22,0.4157898623317711
2023-02-23,0.4136488926681176
2023-02-24,0.41199575409209416
2023-02-27,0.4107177652974685
2023-02-28,0.4097285425496033
2023-03-01,0.3426228522869529
2023-03-02,0.34685369179377185
2023-03-03,0.3564164285026005
2023-03-06,0.37087913535050354
2023-03-07,0.3898736517918883
2023-03-08,0.4130280026131587
2023-03-09,0.4399132520026529
2023-03-10,0.4700029600256252
2023-03-13,0.5026481179951903
2023-03-14,0.5370728689799766
2023-03-15,0.5723959156127147
2023-03-16,0.6076787213741208
2023-03-17,0.641994984414914
2023-03-20,0.674508735797784
2023-03-21,0.7045442641158984
2023-03-22,0.7316325513527536
2023-03-23,0.7555258748381267
2023-03-24,0.7761815630434541
2023-03-27,0.7937234795381295
2023-03-28,0.8083930664811521
2023-03-29,0.8205007092482275
2023-03-30,0.8303845906116746
2023-03-31,0.8383801797885072
2023-04-03,0.7461973439195672
2023-04-04,0.7709492230066568
2023-04-05,0.7909736133824375
2023-04-06,0.8070654956572283
2023-04-07,0.8199235648014064
2023-04-10,0.8301488136996855
2023-04-11,0.8382485207061688
2023-04-12,0.844644121931406
2023-04-13,0.849681213051178
2023-04-14,0.8536402360934826
2023-04-17,0.8567468588255513
2023-04-18,0.8591814649442733
2023-04-19,0.8610874820318497
2023-04-20,0.8625784794812255
2023-04-21,0.8637440905998464
2023-04-24,0.8646548760719491
2023-04-25,0.8653662707066914
2023-04-26,0.8659217574005226
2023-04-27,0.8663554020220062
2023-04-28,0.8666938671611761
2023-05-01,0.8669580053363414
2023-05-02,0.8738918097611043
2023-05-03,0.8727371466028263
2023-05-04,0.8718224876107202
2023-05-05,0.87110062839422
2023-05-08,0.8705325203431429
2023-05-09,0.8700863586446724
2023-05-10,0.8697365265028394
2023-05-11,0.8694625581365061
2023-05-12,0.8692482000262399
2023-05-15,0.8690806005240839
2023-05-16,0.8689496309831
2023-05-17,0.8688473283192423
2023-05-18,0.8687674435417451
2023-05-19,0.8687050796430711
2023-05-22,0.8686564031853364
2023-05-23,0.8686184157556287
2023-05-24,0.8685887735464504
2023-05-25,0.8685656453298211
2023-05-26,0.8685476008930475
2023-05-29,0.8685335235445842
2023-05-30,0.868522541581647
2023-05-31,0.86851397466107
