date,USA_real_estate_f1__USA_real_estate_f2
2023-08-11,-0.8241975079120175
2023-08-14,-0.8241963784853944
2023-08-15,-0.8241955625187146
2023-08-16,-0.8241949656180811
2023-08-17,-0.8241945241074126
2023-08-18,-0.8241941943779949
2023-08-21,-0.8241939461031702
2023-08-22,-0.82419375787299
2023-08-23,-0.8241936143539278
2023-08-24,-0.8241935044172704
2023-08-25,-0.8241934198885744
2023-08-28,-0.8241933546996469
2023-08-29,-0.8241933043046309
2023-08-30,-0.8241932652717431
2023-08-31,-0.8241932349935482
2023-09-01,-0.8225454658452934
2023-09-04,-0.8228590132117392
2023-09-05,-0.8231222756997234
2023-09-06,-0.8233391742791294
2023-09-07,-0.8235153733885591
2023-09-08,-0.8236570736099448
2023-09-11,-0.8237701923195876
2023-09-12,-0.8238600011900569
2023-09-13,-0.8239310106417522
2023-09-14,-0.8239869809617713
2023-09-15,-0.8240309923690817
2023-09-18,-0.8240655369263933
2023-09-19,-0.8240926128610492
2023-09-20,-0.8241138118852486
2023-09-21,-0.8241303956631232
2023-09-22,-0.8241433605359091
2023-09-25,-0.8241534910970485
2023-09-26,-0.8241614038595901
2023-09-27,-0.8241675824594649
2023-09-28,-0.8241724058090754
2023-09-29,-0.8241761704798721
2023-10-02,-0.8241791084179367
2023-10-03,-0.8240276115810244
2023-10-04,-0.8240534901473748
2023-10-05,-0.8240772713882611
2023-10-06,-0.8240981123548959
2023-10-09,-0.8241157635953351
2023-10-10,-0.8241303809671894
2023-10-11,-0.8241422995414733
2023-10-12,-0.8241519107048421
2023-10-13,-0.8241595989166426
2023-10-16,-0.824165712259261
2023-10-17,-0.8241705515799105
2023-10-18,-0.824174369399128
2023-10-19,-0.8241773735523366
2023-10-20,-0.8241797327657894
2023-10-23,-0.8241815826710911
2023-10-24,-0.8241830315101446
2023-10-25,-0.824184165201925
2023-10-26,-0.8241850516699974
2023-10-27,-0.824185744446449
2023-10-30,-0.8241862856219746
2023-10-31,-0.8241867082315382
2023-11-01,-0.8209576613362196
2023-11-02,-0.8215998796706285
2023-11-03,-0.8221270605695978
2023-11-06,-0.822554274187022
2023-11-07,-0.8228971711626615
2023-11-08,-0.8231704811584941
2023-11-09,-0.8233872069394611
2023-11-10,-0.823558402026212
2023-11-13,-0.8236932382580316
2023-11-14,-0.8237992023181142
2023-11-15,-0.8238823352584524
2023-11-16,-0.8239474712134418
2023-11-17,-0.8239984548945125
2023-11-20,-0.8240383301530586
2023-11-21,-0.8240694985105599
2023-11-22,-0.824093849751656
2023-11-23,-0.8241128679959859
2023-11-24,-0.8241277169890896
2023-11-27,-0.8241393081808458
2023-11-28,-0.8241483547692524
2023-11-29,-0.8241554144274107
2023-11-30,-0.8241609229787793
2023-12-01,-0.8241049899146152
2023-12-04,-0.8240049759100214
2023-12-05,-0.8239721483054719
2023-12-06,-0.8239746647318184
2023-12-07,-0.82399409345403
2023-12-08,-0.8240200485765891
2023-12-11,-0.8240469495321489
2023-12-12,-0.8240720227688648
2023-12-13,-0.8240940882938383
2023-12-14,-0.8241128349906287
2023-12-15,-0.824128396201426
2023-12-18,-0.8241411072703788
2023-12-19,-0.8241513717474164
2023-12-20,-0.8241595913754353
2023-12-21,-0.8241661327121523
2023-12-22,-0.8241713141736337
2023-12-25,-0.8241754039624966
2023-12-26,-0.8241786233769451
2023-12-27,-0.824181152405894
2023-12-28,-0.8241831359353669
2023-12-29,-0.8241846897142957
2024-01-01,-0.8241859056940942
2024-01-02,-0.8240324657011922
2024-01-03,-0.8239600716393641
2024-01-04,-0.8239450821919951
2024-01-05,-0.8239591045700716
2024-01-08,-0.8239859714040328
2024-01-09,-0.824016758123908
2024-01-10,-0.8240468202354256
2024-01-11,-0.824073981190049
2024-01-12,-0.8240974411157587
2024-01-15,-0.8241171311161115
2024-01-16,-0.8241333393572329
2024-01-17,-0.8241465006680566
2024-01-18,-0.8241570829970915
2024-01-19,-0.8241655301654034
2024-01-22,-0.8241722365330342
2024-01-23,-0.8241775391205312
2024-01-24,-0.8241817187539597
2024-01-25,-0.824185005422755
2024-01-26,-0.8241875851892203
2024-01-29,-0.8241896072457854
2024-01-30,-0.8241911904375716
2024-01-31,-0.8241924289708014
2024-02-01,-0.8242672818628924
2024-02-02,-0.8242508322799064
2024-02-05,-0.8242384318062776
2024-02-06,-0.8242289999347573
2024-02-07,-0.8242217895021048
2024-02-08,-0.8242162545052742
2024-02-09,-0.8242119914671049
2024-02-12,-0.8242086993214376
2024-02-13,-0.824206151545926
2024-02-14,-0.824204176511841
2024-02-15,-0.8242026434280912
2024-02-16,-0.8242014521518495
2024-02-19,-0.8242005257123611
2024-02-20,-0.824199804766589
2024-02-21,-0.8241992434493762
2024-02-22,-0.8241988062429397
2024-02-23,-0.8241984655998176
2024-02-26,-0.8241982001281595
2024-02-27,-0.824197993200232
2024-02-28,-0.82419783188164
2024-02-29,-0.8241977061049968
2024-03-01,-0.823474562227064
2024-03-04,-0.8236228843274076
2024-03-05,-0.8237425547668578
2024-03-06,-0.8238383819038699
2024-03-07,-0.8239146341665949
2024-03-08,-0.8239750258220997
2024-03-11,-0.8240226869747849
2024-03-12,-0.8240602002831899
2024-03-13,-0.824089665847741
2024-03-14,-0.8241127737171678
2024-03-15,-0.8241308736892847
2024-03-18,-0.8241450377794391
2024-03-19,-0.8241561138112091
2024-03-20,-0.824164770169483
2024-03-21,-0.8241715325004174
2024-03-22,-0.8241768134262691
2024-03-25,-0.824180936384615
2024-03-26,-0.8241841546251006
2024-03-27,-0.8241866662713936
2024-03-28,-0.8241886262181638
2024-03-29,-0.8241901555011277
2024-04-01,-0.824191348660663
2024-04-02,-0.8246404990255268
2024-04-03,-0.8245356579465956
2024-04-04,-0.8244567668721774
2024-04-05,-0.8243969630870768
2024-04-08,-0.824351374365401
2024-04-09,-0.8243164613573842
2024-04-10,-0.8242896234883512
2024-04-11,-0.8242689303702021
2024-04-12,-0.8242529362685265
2024-04-15,-0.8242405501426754
2024-04-16,-0.8242309433383803
2024-04-17,-0.8242234831411744
2024-04-18,-0.8242176843458622
2024-04-19,-0.8242131735571199
2024-04-22,-0.8242096626116383
2024-04-23,-0.824206928620734
2024-04-24,-0.8242047988750832
2024-04-25,-0.8242031393577445
2024-04-26,-0.8242018459593571
2024-04-29,-0.8242008377325964
2024-04-30,-0.8242000516955565
2024-05-01,-0.822654246342957
2024-05-02,-0.8229701543961928
2024-05-03,-0.8232255066446167
2024-05-06,-0.823430180912013
2024-05-07,-0.8235931538297879
2024-05-08,-0.8237222879798412
2024-05-09,-0.8238242345414774
2024-05-10,-0.8239044943109513
2024-05-13,-0.8239675470973623
2024-05-14,-0.8240170017072439
2024-05-15,-0.8240557424481784
2024-05-16,-0.8240860612052135
2024-05-17,-0.824109771220266
2024-05-20,-0.8241283023525592
2024-05-21,-0.824142779328092
2024-05-22,-0.8241540851676687
2024-05-23,-0.8241629121133978
2024-05-24,-0.824169802233462
2024-05-27,-0.8241751796297159
2024-05-28,-0.8241793758852569
2024-05-29,-0.8241826501114731
2024-05-30,-0.824185204705081
