date,ITA_banking_system_f1__ITA_banking_system_f2
2022-01-03,0.475243795036413
2022-01-04,0.4747236528877769
2022-01-05,0.47424534027582665
2022-01-06,0.4738054879703214
2022-01-07,0.47340099699313437
2022-01-10,0.47302901806804026
2022-01-11,0.4726869316974939
2022-01-12,0.47237232976115073
2022-01-13,0.4720829985374348
2022-01-14,0.47181690305173435
2022-01-17,0.4715721726580707
2022-01-18,0.4713470877650736
2022-01-19,0.47114006762152266
2022-01-20,0.47094965908143543
2022-01-21,0.47077452627351146
2022-01-24,0.4706134411045768
2022-01-25,0.4704652745314422
2022-01-26,0.47032898854019944
2022-01-27,0.4702036287764147
2022-01-28,0.47008831777389815
2022-01-31,0.46998224873371175
2022-02-01,0.4736207671645783
2022-02-02,0.47327782518003514
2022-02-03,0.4729621442137262
2022-02-04,0.47267157042148356
2022-02-07,0.47240411778478486
2022-02-08,0.47215795571829167
2022-02-09,0.47193139716109095
2022-02-10,0.4717228875407392
2022-02-11,0.4715309945523513
2022-02-14,0.47135439869778906
2022-02-15,0.4711918845328663
2022-02-16,0.471042332573338
2022-02-17,0.4709047118132672
2022-02-18,0.4707780728121232
2022-02-21,0.47066154130964705
2022-02-22,0.470554312330115
2022-02-23,0.4704556447401096
2022-02-24,0.47036485622629
2022-02-25,0.4702813186619088
2022-02-28,0.4702044538329646
2022-03-01,0.4548522114005228
2022-03-02,0.4555666510618014
2022-03-03,0.45622352087619034
2022-03-04,0.45682748545566193
2022-03-07,0.4573828321621634
2022-03-08,0.4578934968592554
2022-03-09,0.45836309335466463
2022-03-10,0.4587949402807794
2022-03-11,0.4591920856505736
2022-03-14,0.4595573293022783
2022-03-15,0.4598932434247159
2022-03-16,0.46020219133621865
2022-03-17,0.4604863446731617
2022-03-18,0.46074769912908997
2022-03-21,0.46098808887197695
2022-03-22,0.46120919975513475
