date,ITA_macro_f1__ITA_macro_f2
2021-03-16,0.9224005390096048
2021-03-17,0.9224029185766153
2021-03-18,0.9224047788742106
2021-03-19,0.9224062324823213
2021-03-22,0.9224073678633686
2021-03-23,0.9224082544134314
2021-03-24,0.9224089465019443
2021-03-25,0.9224094866833488
2021-03-26,0.9224099082390865
2021-03-29,0.9224102371828035
2021-03-30,0.922410493838062
2021-03-31,0.9224106940772625
2021-04-01,0.91762067978322
2021-04-02,0.918335684855111
2021-04-05,0.9190200740460935
2021-04-06,0.9196340638861799
2021-04-07,0.9201633056632764
2021-04-08,0.9206075088926645
2021-04-09,0.9209734690004926
2021-04-12,0.9212709566096127
2021-04-13,0.92151041163157
2021-04-14,0.9217017412541415
2021-04-15,0.9218537704085316
2021-04-16,0.9219740618745261
2021-04-19,0.9220689336013783
2021-04-20,0.9221435712323856
2021-04-21,0.9222021776325025
2021-04-22,0.9222481278307755
2021-04-23,0.9222841135398049
2021-04-26,0.9223122704496143
2021-04-27,0.9223342864625999
2021-04-28,0.9223514915986747
2021-04-29,0.9223649314752209
2021-04-30,0.9223754266709233
2021-05-03,0.917277261294724
2021-05-04,0.9182528283022134
2021-05-05,0.9190748616614826
2021-05-06,0.9197527899595158
2021-05-07,0.9203037378016062
2021-05-10,0.9207468754556946
2021-05-11,0.9211006350002834
2021-05-12,0.9213814847273607
2021-05-13,0.9216035307437742
2021-05-14,0.9217785376778184
2021-05-17,0.9219161430568739
2021-05-18,0.9220241435852667
2021-05-19,0.9221087901823204
2021-05-20,0.922175061440756
2021-05-21,0.9222269031385364
2021-05-24,0.922267430938737
2021-05-25,0.9222990981254516
2021-05-26,0.9223238322818106
2021-05-27,0.9223431454473306
2021-05-28,0.9223582221962546
2021-05-31,0.9223699896485523
2021-06-01,0.9218413439592095
2021-06-02,0.9219585446876183
2021-06-03,0.9220532058112286
2021-06-04,0.9221290017693283
2021-06-07,0.922189308807383
2021-06-08,0.922237066935657
2021-06-09,0.9222747540570787
2021-06-10,0.9223044144581762
2021-06-11,0.9223277101344155
2021-06-14,0.9223459782922322
2021-06-15,0.9223602867169852
2021-06-16,0.9223714833058104
2021-06-17,0.9223802385394297
2021-06-18,0.922387080932468
2021-06-21,0.9223924260920984
2021-06-22,0.9223966002374449
2021-06-23,0.9223998590628469
2021-06-24,0.9224024027658548
2021-06-25,0.9224043879602131
2021-06-28,0.9224059370841539
2021-06-29,0.9224071458094731
2021-06-30,0.9224080888635368
2021-07-01,0.8977808358066405
2021-07-02,0.9027151785530698
2021-07-05,0.9067608391323994
2021-07-06,0.9100318187753622
2021-07-07,0.9126514878739465
2021-07-08,0.914735564863042
2021-07-09,0.9163855630234342
2021-07-12,0.9176872529449579
2021-07-13,0.9187114341968842
2021-07-14,0.9195156532785626
2021-07-15,0.920146187695869
2021-07-16,0.9206399703581802
2021-07-19,0.9210263132628305
2021-07-20,0.9213283844886899
2021-07-21,0.9215644395466517
2021-07-22,0.9217488294696323
2021-07-23,0.9218928158256461
2021-07-26,0.9220052237614169
2021-07-27,0.9220929618617372
2021-07-28,0.9221614339908053
2021-07-29,0.9222148643791447
2021-07-30,0.922256553527878
2021-08-02,0.9222890792325837
2021-08-03,0.8967539726960418
2021-08-04,0.9020186372002662
2021-08-05,0.9062805071986294
2021-08-06,0.909694120763205
2021-08-09,0.9124088614443878
2021-08-10,0.914557083857126
2021-08-11,0.916250948557035
2021-08-12,0.9175830666070013
2021-08-13,0.9186286604664184
2021-08-16,0.9194481611348888
2021-08-17,0.9200897473553867
2021-08-18,0.9205916206560937
2021-08-19,0.9209839511056626
2021-08-20,0.9212904956109205
2021-08-23,0.9215299197790183
2021-08-24,0.9217168644807188
2021-08-25,0.921862799030635
2021-08-26,0.9219766994429628
2021-08-27,0.9220655851685765
2021-08-30,0.9221349423981003
2021-08-31,0.9221890570496993
2021-09-01,0.922297138766547
2021-09-02,0.9223150635605686
2021-09-03,0.9223292446065601
2021-09-06,0.922340427478041
2021-09-07,0.9223492242052039
2021-09-08,0.9223561307606054
2021-09-09,0.9223615453328791
2021-09-10,0.92236578541206
2021-09-13,0.9223691028446805
2021-09-14,0.9223716966310864
2021-09-15,0.9223737235500842
2021-09-16,0.9223753068378174
2021-09-17,0.922376543195858
2021-09-20,0.922377508402799
2021-09-21,0.9223782617797494
2021-09-22,0.9223788497272655
2021-09-23,0.9223793085169283
2021-09-24,0.9223796664887235
2021-09-27,0.922379945777129
2021-09-28,0.9223801636648553
2021-09-29,0.9223803336432519
2021-09-30,0.9223804662421616
2021-10-01,0.8913141999713162
2021-10-04,0.8978835408949238
2021-10-05,0.9031117649716377
2021-10-06,0.9072477052375948
2021-10-07,0.9105066650874055
2021-10-08,0.9130676740109164
2021-10-11,0.9150763818031483
2021-10-12,0.9166497357648894
2021-10-13,0.9178808507293068
2021-10-14,0.9188434493287605
2021-10-15,0.9195956730489732
2021-10-18,0.9201832479257318
2021-10-19,0.9206420631368603
2021-10-20,0.9210002451979519
2021-10-21,0.9212798124523648
2021-10-22,0.921497987096976
2021-10-25,0.9216682313089373
2021-10-26,0.9218010630178259
2021-10-27,0.9219046967521107
2021-10-28,0.9219855462286406
2021-10-29,0.9220486180162176
2021-11-01,0.9220978195853659
2021-11-02,0.9037151271031296
2021-11-03,0.9075461962457266
2021-11-04,0.9106181057591685
2021-11-05,0.9130618531811874
2021-11-08,0.9149955466502255
2021-11-09,0.9165199652496243
2021-11-10,0.9177185417634935
2021-11-11,0.9186590975195779
2021-11-12,0.9193961172664473
2021-11-15,0.9199730244824702
2021-11-16,0.920424234967176
2021-11-17,0.9207769168594865
2021-11-18,0.9210524545816259
2021-11-19,0.9212676438291559
2021-11-22,0.9214356549094005
2021-11-23,0.9215668026620019
2021-11-24,0.9216691580329782
2021-11-25,0.9217490317096253
2021-11-26,0.9218113553252418
2021-11-29,0.9218599811902128
2021-11-30,0.9218979175260056
2021-12-01,0.9183490458812918
2021-12-02,0.9190736159547431
2021-12-03,0.9196599101818076
2021-12-06,0.9201297458178521
2021-12-07,0.9205036871907587
2021-12-08,0.9207998358499514
2021-12-09,0.9210335213545734
2021-12-10,0.9212174170732423
2021-12-13,0.9213618347711027
2021-12-14,0.9214750728240333
2021-12-15,0.9215637572172758
2021-12-16,0.9216331485150063
2021-12-17,0.9216874056664546
2021-12-20,0.9217298063362166
2021-12-21,0.9217629274971116
2021-12-22,0.9217887915488875
2021-12-23,0.9218089834613192
2021-12-24,0.9218247440618313
2021-12-27,0.9218370439594287
2021-12-28,0.9218466419079558
2021-12-29,0.9218541307555194
2021-12-30,0.9218599735436127
2021-12-31,0.9218645318214317
2022-01-03,0.3844054959136214
2022-01-04,0.14575225266874264
2022-01-05,-0.04853188863352952
2022-01-06,-0.2054152721513025
2022-01-07,-0.33124101718494664
2022-01-10,-0.43159486123328655
2022-01-11,-0.5112694201986064
2022-01-12,-0.5742935549621346
2022-01-13,-0.6239999500802981
2022-01-14,-0.6631106541804345
2022-01-17,-0.6938268859934531
2022-01-18,-0.7179147865908404
2022-01-19,-0.7367827225475013
2022-01-20,-0.7515483592627045
2022-01-21,-0.7630953217164083
2022-01-24,-0.7721201417952788
2022-01-25,-0.779170605151076
2022-01-26,-0.7846767391813756
2022-01-27,-0.7889756518303614
2022-01-28,-0.7923313184782986
2022-01-31,-0.7949502696890856
2022-02-01,-0.8009242007194111
2022-02-02,-0.8014420167104886
2022-02-03,-0.8019422098954994
2022-02-04,-0.802394990883409
2022-02-07,-0.8027883287905064
2022-02-08,-0.803120609217176
2022-02-09,-0.8033958038421544
2022-02-10,-0.8036204534597612
2022-02-11,-0.8038018866909865
2022-02-14,-0.8039472407500216
2022-02-15,-0.8040629798248793
2022-02-16,-0.804154707837926
2022-02-17,-0.8042271454795354
2022-02-18,-0.8042841913775257
2022-02-21,-0.8043290199920373
2022-02-22,-0.8043641895149136
2022-02-23,-0.8043917457112325
2022-02-24,-0.8044133151257488
2022-02-25,-0.8044301853263766
2022-02-28,-0.8044433721375359
2022-03-01,-0.8075851831491248
2022-03-02,-0.8068626639474686
2022-03-03,-0.806322795772969
2022-03-04,-0.805916823179466
2022-03-07,-0.8056097182231153
2022-03-08,-0.8053761620929005
2022-03-09,-0.805197714704444
2022-03-10,-0.8050608339990865
2022-03-11,-0.8049554912685631
2022-03-14,-0.8048742000072786
2022-03-15,-0.8048113304232694
2022-03-16,-0.8047626214303278
2022-03-17,-0.8047248298098618
2022-03-18,-0.804695475382281
2022-03-21,-0.8046726540288843
2022-03-22,-0.8046548991827172
2022-03-23,-0.8046410783312031
2022-03-24,-0.8046303150875505
2022-03-25,-0.8046219301274715
2022-03-28,-0.8046153961754393
