date,ITA_external_fx_f1__ITA_external_fx_f2
2016-02-24,0.7956477123743956
2016-02-25,0.7957098424479602
2016-02-26,0.7957661556716303
2016-02-29,0.795817185590622
2016-03-01,0.8005140412848005
2016-03-02,0.800126424067822
2016-03-03,0.7997740494511136
2016-03-04,0.7994538686947887
2016-03-07,0.7991630688591653
2016-03-08,0.7988990597001485
2016-03-09,0.7986594602742932
2016-03-10,0.7984420855190681
2016-03-11,0.7982449330155597
2016-03-14,0.7980661700917245
2016-03-15,0.7979041213833182
2016-03-16,0.7977572569358085
2016-03-17,0.7976241809029714
2016-03-18,0.7975036208756575
2016-03-21,0.7973944178565074
2016-03-22,0.7972955168825587
2016-03-23,0.7972059582870323
2016-03-24,0.7971248695835681
2016-03-25,0.7970514579503362
2016-03-28,0.7969850032873615
2016-03-29,0.7969248518177018
2016-03-30,0.79687041020157
2016-03-31,0.7968211401317978
2016-04-01,0.7907959997503986
2016-04-04,0.7913172175152365
2016-04-05,0.7917895784034487
2016-04-06,0.7922175671885088
2016-04-07,0.7926052758892582
2016-04-08,0.7929564342148943
2016-04-11,0.7932744385404306
2016-04-12,0.7935623792498367
2016-04-13,0.7938230663665038
2016-04-14,0.7940590534495778
2016-04-15,0.7942726597762964
2016-04-18,0.7944659908592556
2016-04-19,0.794640957366808
2016-04-20,0.7947992925270082
2016-04-21,0.7949425681025798
2016-04-22,0.7950722090276184
2016-04-25,0.7951895067972758
2016-04-26,0.7952956317002243
2016-04-27,0.7953916439809227
2016-04-28,0.7954785040150093
2016-04-29,0.795557081576869
2016-05-02,0.7956281642738359
2016-05-03,0.7941415450208655
2016-05-04,0.7943367832426523
2016-05-05,0.7945155703687671
2016-05-06,0.7946790797180822
2016-05-09,0.7948284441208249
2016-05-10,0.7949647470104396
2016-05-11,0.7950890166252218
2016-05-12,0.7952022226280994
2016-05-13,0.7953052745868044
2016-05-16,0.7953990218663888
2016-05-17,0.7954842545757089
2016-05-18,0.7955617052826338
2016-05-19,0.7956320512722193
2016-05-20,0.7956959171703574
2016-05-23,0.7957538777944575
2016-05-24,0.7958064611242028
2016-05-25,0.7958541513107331
2016-05-26,0.7958973916628406
2016-05-27,0.7959365875649105
2016-05-30,0.7959721092941152
2016-05-31,0.7960042947144401
2016-06-01,0.7943937484409574
2016-06-02,0.7945673015476833
2016-06-03,0.7947257986432603
2016-06-06,0.7948703979784444
2016-06-07,0.7950021985558339
2016-06-08,0.7951222363483286
2016-06-09,0.7952314826184089
2016-06-10,0.7953308438151874
2016-06-13,0.7954211626364532
2016-06-14,0.7955032199312305
2016-06-15,0.7955777371889898
2016-06-16,0.7956453794180864
2016-06-17,0.7957067582610013
2016-06-20,0.7957624352297963
2016-06-21,0.7958129249736446
2016-06-22,0.7958586985128291
2016-06-23,0.7959001863913574
2016-06-24,0.7959377817142946
2016-06-27,0.7959718430467899
2016-06-28,0.7960026971602183
2016-06-29,0.7960306416173413
2016-06-30,0.7960559471933205
2016-07-01,0.7990714097426628
2016-07-04,0.7988036353089374
2016-07-05,0.7985628015133744
2016-07-06,0.7983461148735231
2016-07-07,0.7981510822937534
2016-07-08,0.7979754778082393
2016-07-11,0.797817312968954
2016-07-12,0.7976748105281729
2016-07-13,0.7975463810807301
2016-07-14,0.7974306023524632
2016-07-15,0.7973262008454346
2016-07-18,0.7972320355758783
2016-07-19,0.7971470836661522
2016-07-20,0.797070427576427
2016-07-21,0.797001243784903
2016-07-22,0.7969387927466901
2016-07-25,0.7968824099809957
2016-07-26,0.7968314981538789
2016-07-27,0.7967855200396385
2016-07-28,0.7967439922579539
2016-07-29,0.7967064796963622
2016-08-01,0.7966725905386425
2016-08-02,0.7980055061736496
2016-08-03,0.7978496550169736
2016-08-04,0.7977085514988542
2016-08-05,0.7975808138074144
2016-08-08,0.7974651870938771
2016-08-09,0.7973605322695678
2016-08-10,0.7972658157048063
2016-08-11,0.7971800997738951
2016-08-12,0.7971025341903035
2016-08-15,0.7970323480770216
2016-08-16,0.7969688427186388
2016-08-17,0.7969113849437933
2016-08-18,0.7968594010890518
2016-08-19,0.7968123714979232
2016-08-22,0.7967698255114601
2016-08-23,0.7967313369096812
2016-08-24,0.7966965197658256
2016-08-25,0.7966650246781529
