date,USA_financial_markets_f1__USA_financial_markets_f2
2014-01-01,0.8777345072426151
2014-01-02,0.8773700726073413
2014-01-03,0.8774463659579284
2014-01-06,0.877666079784028
2014-01-07,0.8778994710512315
2014-01-08,0.8780991961098026
2014-01-09,0.8782547047558457
2014-01-10,0.8783697964067883
2014-01-13,0.8784524573148575
2014-01-14,0.878510725332261
2014-01-15,0.8785513073357911
2014-01-16,0.8785793493715679
2014-01-17,0.8785986250933222
2014-01-20,0.8786118286073915
2014-01-21,0.8786208514723334
2014-01-22,0.8786270076076695
2014-01-23,0.8786312033049646
2014-01-24,0.8786340607846767
2014-01-27,0.8786360059078391
2014-01-28,0.8786373295330835
2014-01-29,0.878638230033239
2014-01-30,0.8786388425742128
2014-01-31,0.878639259194764
2014-02-03,0.8350131086296161
2014-02-04,0.8491156784402208
2014-02-05,0.857698911158925
2014-02-06,0.8631306396318723
2014-02-07,0.8666532522380412
2014-02-10,0.8689741821082105
2014-02-11,0.8705193423250913
2014-02-12,0.8715551645624304
2014-02-13,0.8722527636263303
2014-02-14,0.872724043070704
2014-02-17,0.8730430969181378
2014-02-18,0.8732594022773225
2014-02-19,0.8734061898617427
2014-02-20,0.8735058669844309
2014-02-21,0.8735735834963334
2014-02-24,0.8736196011759618
2014-02-25,0.8736508795310698
2014-02-26,0.873672142486221
2014-02-27,0.8736865983646055
2014-02-28,0.873696427002192
2014-03-03,0.8400121871043374
2014-03-04,0.8237727595713117
2014-03-05,0.8154944041808315
2014-03-06,0.8147383112493258
2014-03-07,0.8197730271347318
2014-03-10,0.8282559293723352
2014-03-11,0.8379642757505313
2014-03-12,0.8472756274464457
2014-03-13,0.8552937565469487
2014-03-14,0.861715880074706
2014-03-17,0.86660767845948
2014-03-18,0.8702053893114028
2014-03-19,0.8727874880486265
2014-03-20,0.8746095488897537
2014-03-21,0.8758803487598127
2014-03-24,0.8767595805372425
2014-03-25,0.8773645590013202
2014-03-26,0.877779267530412
2014-03-27,0.8780628185574876
2014-03-28,0.8782563535642859
2014-03-31,0.8783882916536946
2014-04-01,0.8798831706282189
2014-04-02,0.8794783433372935
2014-04-03,0.8792189206189711
2014-04-04,0.8790501508160319
2014-04-07,0.8789390182452193
2014-04-08,0.8788651590506082
2014-04-09,0.8788157362018293
2014-04-10,0.8787825025057593
2014-04-11,0.8787600774992494
2014-04-14,0.8787449092427762
2014-04-15,0.8787346322740529
2014-04-16,0.878727661285961
2014-04-17,0.8787229290494644
2014-04-18,0.8787197148489672
2014-04-21,0.8787175309149595
2014-04-22,0.8787160466372679
2014-04-23,0.878715037697754
2014-04-24,0.8787143517900167
2014-04-25,0.8787138854521197
2014-04-28,0.8787135683792034
2014-04-29,0.8787133527867655
2014-04-30,0.8787132061919066
2014-05-01,0.8818279439655756
2014-05-02,0.8808331124467933
2014-05-05,0.8801667372717987
2014-05-06,0.8797189882170096
2014-05-07,0.8794172513842299
2014-05-08,0.879213414226204
2014-05-09,0.8790754526277857
2014-05-12,0.8789819467124066
2014-05-13,0.8789185078275072
2014-05-14,0.8788754373772704
2014-05-15,0.8788461811967029
2014-05-16,0.8788263017594337
2014-05-19,0.8788127906033012
2014-05-20,0.8788036062027174
2014-05-21,0.878797362289024
2014-05-22,0.8787931171143495
2014-05-23,0.8787902307147226
2014-05-26,0.8787882681115777
2014-05-27,0.8787869336108189
2014-05-28,0.8787860261828279
2014-05-29,0.8787854091471318
2014-05-30,0.8787849895701533
2014-06-02,0.8787847042613179
2014-06-03,0.8858552112546897
2014-06-04,0.8836732746557815
2014-06-05,0.8821619081443881
2014-06-06,0.8811234732538632
2014-06-09,0.8804132275098991
2014-06-10,0.8799286720698141
2014-06-11,0.879598549754293
2014-06-12,0.8793738150544572
2014-06-13,0.8792208915342824
2014-06-16,0.8791168595425978
2014-06-17,0.8790460987674694
2014-06-18,0.87899797308042
2014-06-19,0.8789652438943036
2014-06-20,0.8789429863802996
